slug,name,font_type,merchant_block_position,logo_placement,divider_style,total_divider_style,total_emphasis,layout_signature,money_row_order,quantity_column,barcode_placement,number_format,background_type,header_alignment,section_count
Saks-Fifth-Avenue-Receipt,Saks Fifth Avenue Receipt,MERCHANT_COPY,MIDDLE,TOP,EMPTY,EMPTY,NONE,HEADER|HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TOTAL>TENDER>AUTH,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,11
Saks-Fifth-Receipt-example-with-Amiri-Ma-Eagle-Shirt-Amiri-Vintage-Crystal-Tee-and-1-more-item-totalling-1755-dollars-50-cents,"Saks Fifth Receipt example with Amiri Ma Eagle Shirt, Amiri Vintage Crystal Tee and 1 more item totalling 1755 dollars 50 cents",MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Saks-Fifth-Receipt,Saks Fifth Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Salem-Pharmacy-Receipt,Salem Pharmacy Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_3,LEFT,6
Sally-Beauty-Receipt,Sally Beauty Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|BARCODE|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,5
Salt-and-Straw-Receipt,Salt & Straw Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS,ITEM>TIP>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Salvation-Army-Thrift-Store-Receipt,Salvation Army Thrift Store Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Sam's-Club-Receipt,Sam’s Club Receipt,UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|DATE|DATE|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>AUTH,ABSENT,MIDDLE,UNSET,CRUMPLED_2,CENTER,9
Sambel-Cobek-Pakansari-Receipt,Sambel Cobek Pakansari Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
San-Carlo-Receipt,San Carlo Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|PAYMENT|PAYMENT|CUSTOM|CUSTOM|CUSTOM,ITEM>TOTAL,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,7
Saturn-Receipt,Saturn Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Save-A-Lot-Receipt,Save-A-Lot Receipt ,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|DATE|ITEMS|CUSTOM,ITEM>TENDER>CHANGE>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Save-Mart-Supermarkets-Receipt,Save Mart Supermarkets Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Save-On-Foods-Receipt,Save-On-Foods Receipt,MERCHANT_COPY,TOP,NONE,EMPTY,EMPTY,NONE,HEADER|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Schlotzsky's-Receipt,Schlotzsky's Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM|ITEMS,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Schneider's-Bakery-Receipt,Schneider’s Bakery Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,PERCENT_75,HEADER|DATE|ITEMS|PAYMENT|CUSTOM,ITEM>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Screwfix-Invoice-Receipt,Screwfix Invoice Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|BARCODE|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM>TOTAL,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,13
Seafood-City-Receipt,Seafood City Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM|ITEMS,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Seasons-52-Receipt,Seasons 52 Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM|ITEMS|ITEMS|ITEMS,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Sego-Tempong-Negoro-Receipt,Sego Tempong Negoro Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,LEFT,4
Selfridges-Receipt,Selfridges Receipt,FAKE_RECEIPT,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|BARCODE,NONE,NO_ITEMS,BOTTOM,RIGHT,CRUMPLED_1,CENTER,9
Sephora-receipt-example-with-Yves-Saint-Laurent-Black-Opium-Le-Parfum-Nuit-and-1-more-item-totalling-189-dollars-64-cents,Sephora receipt example with Yves Saint Laurent Black Opium Le Parfum Nuit and 1 more item totalling 189 dollars 64 cents,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|ITEMS|PAYMENT|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,BOTTOM,UNSET,UNSET,CENTER,5
Sephora-receipt,Sephora receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|ITEMS|PAYMENT|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,UNSET,UNSET,CENTER,5
Shake-Shack-Receipt,Shake Shack Receipt,MERCHANT_COPY,TOP,NONE,EMPTY,EMPTY,PERCENT_75,HEADER|CUSTOM|DATE|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Shake-Shack-Singapore-Receipt,Shake Shack Singapore Receipt,MERCHANT_COPY,TOP,NONE,EQUALS,NONE,NONE,HEADER|PAYMENT|PAYMENT|CUSTOM|CUSTOM,ITEM>TOTAL>TENDER>CHANGE>TAX,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Sheetz-Receipt,Sheetz Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|PAYMENT|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Shell-Receipt,Shell Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,DASHES,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,LEFT,5
Shell-US-Receipt,Shell US Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Shipping-Receipt,Shipping Receipt,MERCHANT_COPY,TOP,TOP,DOTS,NONE,NONE,HEADER|DATE|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,8
Shoe-Dept.-Receipt,Shoe Dept. Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Shoney's-Receipt,Shoney's Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|ITEMS|ITEMS,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
ShopRite-Millville-Receipt,ShopRite Millville Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Shoppers-Drug-Mart-Receipt,Shoppers Drug Mart Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,11
Shoprite-Receipt,Shoprite Receipt,MERCHANT_COPY,TOP,TOP,STARS,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Simple-Business-Receipt,Simple Business Receipt,MERCHANT_COPY,MIDDLE,MIDDLE,EMPTY,DOTS,NONE,CUSTOM|DATE|HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Skechers-Receipt,Skechers Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Smart-and-Final-Receipt,Smart & Final Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|BARCODE|DATE,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,5
Smashburger-Receipt,Smashburger Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|PAYMENT|CUSTOM,META>ITEM>SUBTOTAL>TAX>TOTAL>TENDER>AUTH,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,3
Smith's-Grocery-Store-Receipt,Smith’s – Grocery Store Receipt,MERCHANT_COPY,TOP,TOP,STARS,NONE,NONE,HEADER|ITEMS|PAYMENT|DATE,ITEM>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Smoothie-King-Receipt,Smoothie King Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,3
Sobeys-Receipt,Sobeys Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM|ITEMS|CUSTOM|ITEMS,ITEM>SUBTOTAL>TAX,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Solasta-Steak-House-Receipt,Solasta Steak House Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Soloman-Cutler-Receipt,Soloman Cutler Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|ITEMS,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,9
Sonic-Drive-In-Receipt,Sonic Drive-In Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Sop-Jando-Kawanua-Receipt,Sop Jando Kawanua Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Souley-Vegan-Receipt,Souley Vegan Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Spaghetti-House-Receipt,Spaghetti House Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TOTAL,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,4
Spangles-Receipt,Spangles Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Spec's-Receipt,Spec's Receipt,MERCHANT_COPY,TOP,TOP,STARS,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Splend'Or-Receipt,Splend’Or Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,PERCENT_50,HEADER|ITEMS|CUSTOM|BARCODE|DATE|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TOTAL,PRESENT,MIDDLE,RIGHT_SPACE,CRUMPLED_1,CENTER,7
Sports-Direct-Receipt,Sports Direct Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Sprouts-Farmers-Market-Receipt,Sprouts Farmers Market Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,4
Square-POS-Receipt,Square POS Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|DATE|CUSTOM|CUSTOM|ITEMS|PAYMENT,ITEM>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,LEFT,6
Stan's-Donuts-Receipt,Stan's Donuts Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Staples-Receipt,Staples Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,MIDDLE,LEFT,CRUMPLED_2,CENTER,9
Star-Market-Receipt,Star Market Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Starbucks-Receipt-example-with-Venti-Mocha-Latte-Oat-Milk-and-3-more-items-totalling-38-dollars-02-cents,"Starbucks Receipt example with Venti Mocha Latte, Oat Milk and 3 more items totalling 38 dollars 02 cents",MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|DATE|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Starbucks-Receipt,Starbucks Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|DATE|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
State-and-Main-Kitchen-+-Bar-Receipt,State & Main Kitchen + Bar Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,EQUALS,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|PAYMENT|CUSTOM,ITEM>TOTAL>TAX,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Stater-Bros.-Receipt,Stater Bros. Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|DATE|ITEMS|PAYMENT|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Steak-'n-Shake-Receipt,Steak 'n Shake Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE,ITEM,ABSENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,9
Stew-Leonard's-Receipt,Stew Leonard's Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|CUSTOM|ITEMS|ITEMS|ITEMS,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,LEFT,7
StockX-Receipt,StockX Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,DASHES,PERCENT_20,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,RIGHT,9
Stop-and-Shop-Receipt,Stop & Shop Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|BARCODE,NONE,NO_ITEMS,BOTTOM,LEFT,CRUMPLED_1,CENTER,4
Storage-Receipt,Storage Receipt,MERCHANT_COPY,TOP,TOP,COLONS,EMPTY,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,9
Subway-Receipt,Subway Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,DASHES,NONE,HEADER|DATE|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Summer-Camp-Receipt,Summer Camp Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,COLONS,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Sunglass-Hut-Receipt,Sunglass Hut Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|PAYMENT|PAYMENT|CUSTOM|CUSTOM|BARCODE,ITEM>DISCOUNT>SUBTOTAL>TAX>TOTAL>TENDER>AUTH,NO_ITEMS,BOTTOM,LEFT,CRUMPLED_1,CENTER,7
Super-Food-Aruba-Receipt,Super Food Aruba Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|PAYMENT|PAYMENT|PAYMENT|CUSTOM,SUBTOTAL>TOTAL>ITEM>CHANGE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,6
Super-King-Markets-Receipt,Super King Markets Receipt,MERCHANT_COPY,TOP,TOP,DASHES,EMPTY,PERCENT_50,HEADER|DATE|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_5,CENTER,5
Super-Metro-Receipt,Super Metro Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,6
Superdrug-Receipt,Superdrug Receipt,FAKE_RECEIPT,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Superior-Grocers-Receipt,Superior Grocers Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Supermarket-Receipt,Supermarket Receipt,MERCHANT_COPY,TOP,TOP,COLONS,DASHES,PERCENT_75,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,7
Swatch-Receipt,Swatch Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|BARCODE|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Swiggy-Receipt,Swiggy Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,PERCENT_20,HEADER|CUSTOM|CUSTOM|CUSTOM|RESTAURANT|ITEMS|PAYMENT|CUSTOM,ITEM>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,LEFT,8
Swiss-Chalet-Receipt,Swiss Chalet Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
T-Mobile-Receipt,T Mobile Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,PERCENT_20,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE|DATE,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
TAB-Gida-Receipt,TAB Gıda Receipt,MERCHANT_COPY,TOP,MIDDLE,NONE,NONE,NONE,HEADER|HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
TELUS-Mobile-Store-Receipt,TELUS Mobile Store Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|BARCODE|ITEMS|CUSTOM|PAYMENT|PAYMENT|ITEMS,ITEM>SUBTOTAL>TAX,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
TGI-Fridays-Receipt,TGI Fridays Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|ITEMS|BARCODE|CUSTOM|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
THE-PORT-AUTHORITY-Receipt,THE PORT AUTHORITY Receipt,FAKE_RECEIPT,TOP,TOP,EMPTY,NONE,NONE,HEADER,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,LEFT,1
TJ-Maxx-Receipt,TJ Maxx Receipt,RECEIPTIONAL_RECEIPT,TOP,TOP,EMPTY,NONE,NONE,HEADER|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META,PRESENT,BOTTOM,UNSET,CRUMPLED_4,CENTER,5
Ta-Wan-Receipt,Ta Wan Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|PAYMENT|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TIP>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Taco-Bell-Receipt,Taco Bell Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,LEFT,7
Taco-Cabana-Denton-Receipt,Taco Cabana Denton Receipt,UNSET,TOP,TOP,EQUALS,NONE,NONE,HEADER|PAYMENT|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM>META>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,NO_ITEMS,MIDDLE,UNSET,UNSET,LEFT,6
Taco-John's-Galesburg-Receipt,Taco John's Galesburg Receipt,UNSET,TOP,TOP,NONE,NONE,NONE,HEADER|PAYMENT|CUSTOM|BARCODE|CUSTOM,META>ITEM>SUBTOTAL>TAX>TOTAL>TENDER,NO_ITEMS,MIDDLE,UNSET,UNSET,CENTER,5
Tailwind-Concessions-Receipt,Tailwind Concessions Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE,ITEM,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,7
Takko-Fashion-Receipt,Takko Fashion Receipt,MERCHANT_COPY,TOP,TOP,STARS,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|CUSTOM|ITEMS|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,15
